"기준코인","대상코인","상관계수","순서"
"APT","MBL",0.346,52
"APT","MED",0.343,53
"APT","AERGO",0.342,54
"APT","TON",0.341,55
"APT","AAVE",0.32,56
"APT","GMT",0.319,57
"APT","HIVE",0.312,58
"APT","XEM",0.3,59
"APT","SHIB",0.299,60
"APT","BCH",0.293,61
"APT","UPP",0.292,62
"APT","QKC",0.281,63
"APT","IOTA",0.262,64
"APT","XEC",0.255,65
"APT","CRO",0.247,66
"APT","XRP",0.244,67
"APT","POWR",0.237,68
"APT","SXP",0.232,69
"APT","ADA",-0.222,70
"APT","SAND",0.212,71
"APT","LSK",0.211,72
"APT","ONG",0.204,73
"APT","AXS",0.203,74
"APT","MINA",-0.2,75
"APT","1INCH",0.196,76
"APT","STRAX",0.189,77
"APT","EGLD",-0.184,78
"APT","ETC",-0.183,79
"APT","ELF",-0.178,80
"APT","TT",0.177,81
"APT","LINK",-0.176,82
"APT","MATIC",-0.169,83
"APT","CELO",0.164,84
"APT","FCT2",0.163,85
"APT","XLM",0.157,86
"APT","IOST",0.154,87
"APT","MLK",0.153,88
"APT","SC",0.153,89
"APT","NEO",-0.152,90
"APT","PUNDIX",0.152,91
"APT","AQT",0.144,92
"APT","DOT",0.137,93
"APT","DKA",-0.119,94
"APT","META",0.117,95
"APT","ORBS",0.111,96
"APT","BAT",0.106,97
"APT","STORJ",-0.106,98
"APT","QTUM",0.099,99
"APT","EOS",0.092,100
"APT","XTZ",0.092,101
"APT","ETH",0.088,102
"APT","SEI",0.088,103
"APT","MTL",0.087,104
"APT","CBK",0.072,105
"APT","BTT",0.069,106
"APT","ATOM",0.064,107
"APT","STRIKE",-0.06,108
"APT","MANA",0.04,109
"APT","TFUEL",0.038,110
"APT","GAS",-0.035,111
"APT","CRE",0.028,112
"APT","AHT",0.023,113
"APT","HBAR",-0.022,114
"APT","GLM",0.021,115
"APT","SBD",-0.02,116
"APT","JST",0.018,117
"APT","SNT",-0.014,118
"AQT","AQT",1,1
"AQT","FCT2",0.912,2
"AQT","BAT",0.892,3
"AQT","TT",0.855,4
"AQT","SAND",0.849,5
"AQT","CELO",0.84,6
"AQT","MANA",0.838,7
"AQT","MBL",0.824,8
"AQT","IOST",0.818,9
"AQT","MLK",0.818,10
"AQT","AXS",0.806,11
"AQT","POWR",0.802,12
"AQT","CBK",0.798,13
"AQT","STRIKE",0.793,14
"AQT","IOTA",0.791,15
"AQT","ORBS",0.787,16
"AQT","ARK",0.784,17
"AQT","HIVE",0.782,18
"AQT","CRE",0.78,19
"AQT","DKA",0.779,20
"AQT","GAS",0.774,21
"AQT","LOOM",0.774,22
"AQT","HPO",0.77,23
"AQT","ALGO",0.769,24
"AQT","STORJ",0.769,25
"AQT","STPT",0.769,26
"AQT","SNT",0.768,27
"AQT","XTZ",0.762,28
"AQT","TON",0.76,29
"AQT","AHT",0.753,30
"AQT","FLOW",0.742,31
"AQT","UPP",0.741,32
"AQT","XEM",0.741,33
"AQT","MOC",0.732,34
"AQT","KAVA",0.731,35
"AQT","KNC",0.729,36
"AQT","SXP",0.718,37
"AQT","ONG",0.717,38
"AQT","MED",0.715,39
"AQT","1INCH",0.714,40
"AQT","QKC",0.707,41
"AQT","STMX",0.707,42
"AQT","AERGO",0.702,43
"AQT","SC",0.701,44
"AQT","XLM",0.7,45
"AQT","XRP",0.698,46
"AQT","MINA",0.694,47
"AQT","EOS",0.681,48
"AQT","SBD",0.68,49
"AQT","LINK",0.67,50
"AQT","META",0.667,51
"AQT","DOT",0.663,52
"AQT","ONT",0.662,53
"AQT","ADA",0.661,54
"AQT","AAVE",0.656,55
"AQT","ETH",0.654,56
"AQT","ATOM",0.651,57
"AQT","BORA",0.648,58
"AQT","GMT",0.647,59
"AQT","ELF",0.638,60
"AQT","MATIC",0.63,61
"AQT","HBAR",0.628,62
"AQT","STEEM",0.625,63
"AQT","ICX",0.61,64
"AQT","GRT",0.603,65
"AQT","CHZ",0.593,66
"AQT","ZIL",0.591,67
"AQT","STRAX",0.586,68
"AQT","CRO",0.581,69
"AQT","EGLD",0.581,70
"AQT","JST",0.579,71
"AQT","GRS",0.577,72
"AQT","WAXP",0.572,73
"AQT","ETC",0.533,74
"AQT","THETA",0.533,75
"AQT","BSV",0.521,76
"AQT","QTUM",0.52,77
"AQT","ARDR",0.51,78
"AQT","IMX",0.507,79
"AQT","BTT",0.502,80
"AQT","GLM",0.502,81
"AQT","SHIB",0.485,82
"AQT","BTG",0.481,83
"AQT","ASTR",0.474,84
"AQT","IQ",0.471,85
"AQT","WAVES",0.471,86
"AQT","HUNT",0.434,87
"AQT","BTC",0.432,88
"AQT","ARB",0.431,89
"AQT","MVL",0.42,90
"AQT","SEI",0.408,91
"AQT","ID",0.407,92
"AQT","ZRX",0.398,93
"AQT","NEAR",0.365,94
"AQT","CTC",0.358,95
"AQT","NEO",0.351,96
"AQT","AVAX",0.32,97
"AQT","MTL",0.3,98
"AQT","VET",0.295,99
"AQT","DOGE",0.279,100
"AQT","HIFI",0.279,101
"AQT","ANKR",0.261,102
"AQT","BLUR",0.257,103
"AQT","MASK",0.244,104
"AQT","TFUEL",0.229,105
"AQT","LSK",0.203,106
"AQT","XEC",0.168,107
"AQT","PYTH",0.147,108
"AQT","APT",0.144,109
"AQT","STX",-0.136,110
"AQT","T",0.134,111
"AQT","PUNDIX",0.113,112
"AQT","CVC",0.095,113
"AQT","POLYX",-0.086,114
"AQT","TRX",0.074,115
"AQT","SOL",0.072,116
"AQT","BCH",-0.061,117
"AQT","SUI",0.037,118
"ARB","ARB",1,1
"ARB","ADA",0.89,2
"ARB","BLUR",0.887,3
"ARB","ASTR",0.871,4
"ARB","MATIC",0.869,5
"ARB","IMX",0.849,6
"ARB","TRX",0.842,7
"ARB","MINA",0.811,8
"ARB","EGLD",0.803,9
"ARB","POLYX",-0.803,10
"ARB","LINK",0.785,11
"ARB","HBAR",0.772,12
"ARB","DKA",0.765,13
"ARB","BCH",-0.732,14
"ARB","ATOM",0.731,15
"ARB","STORJ",0.722,16
"ARB","STRAX",0.708,17
"ARB","STRIKE",0.693,18
"ARB","ELF",0.684,19
"ARB","SBD",0.68,20
"ARB","MANA",0.668,21
"ARB","VET",0.663,22
"ARB","DOT",0.66,23
"ARB","META",0.653,24
"ARB","STX",-0.648,25
"ARB","CBK",0.644,26
"ARB","CVC",-0.637,27
"ARB","SEI",0.637,28
"ARB","T",-0.636,29
"ARB","GAS",0.621,30
"ARB","SOL",-0.593,31
"ARB","XTZ",0.579,32
"ARB","ETH",0.573,33
"ARB","AHT",0.532,34
"ARB","FCT2",0.527,35
"ARB","MLK",0.526,36
"ARB","ORBS",0.506,37
"ARB","HIFI",-0.502,38
"ARB","SAND",0.502,39
"ARB","SUI",-0.501,40
"ARB","ETC",0.499,41
"ARB","IOTA",0.485,42
"ARB","CHZ",0.482,43
"ARB","CRE",0.48,44
"ARB","TT",0.474,45
"ARB","SNT",0.468,46
"ARB","ANKR",-0.466,47
"ARB","BSV",0.465,48
"ARB","AXS",0.445,49
"ARB","CTC",-0.44,50
"ARB","BAT",0.435,51
"ARB","JST",0.435,52
"ARB","AQT",0.431,53
"ARB","BTT",0.431,54
"ARB","APT",-0.43,55
"ARB","IOST",0.426,56
"ARB","DOGE",-0.419,57
"ARB","XLM",0.417,58
"ARB","ALGO",0.407,59
"ARB","MVL",-0.39,60
"ARB","EOS",0.385,61
"ARB","MTL",0.385,62
"ARB","QTUM",0.374,63
"ARB","CELO",0.373,64
"ARB","PYTH",-0.371,65
"ARB","1INCH",0.363,66
"ARB","MASK",-0.361,67
"ARB","KNC",0.357,68
"ARB","XEM",0.355,69
"ARB","MED",0.352,70
"ARB","ARK",0.347,71
"ARB","XRP",0.342,72
"ARB","GLM",0.339,73
"ARB","PUNDIX",-0.339,74
"ARB","NEAR",-0.304,75
"ARB","ONG",0.297,76
"ARB","SXP",0.287,77
"ARB","LOOM",0.282,78
"ARB","MBL",0.282,79
"ARB","POWR",0.282,80
"ARB","HIVE",0.281,81
"ARB","XEC",-0.268,82
"ARB","SC",0.251,83
"ARB","HUNT",-0.246,84
"ARB","AAVE",0.244,85
"ARB","AVAX",-0.24,86
"ARB","TON",0.237,87
"ARB","FLOW",0.233,88
"ARB","AERGO",0.225,89
"ARB","SHIB",0.222,90
"ARB","BTC",-0.217,91
"ARB","HPO",0.203,92
"ARB","ARDR",-0.193,93
"ARB","KAVA",0.186,94
"ARB","THETA",0.18,95
"ARB","LSK",0.17,96
"ARB","NEO",0.157,97
"ARB","ONT",0.151,98
"ARB","STPT",0.149,99
"ARB","CRO",0.141,100
"ARB","MOC",0.14,101
"ARB","GRT",0.131,102
"ARB","ZIL",0.127,103
"ARB","IQ",-0.108,104
"ARB","QKC",0.107,105
"ARB","TFUEL",-0.1,106
"ARB","BORA",0.099,107
"ARB","GMT",0.096,108
"ARB","UPP",0.093,109
"ARB","ICX",0.07,110
"ARB","WAVES",0.07,111
"ARB","ZRX",-0.062,112
"ARB","WAXP",-0.052,113
"ARB","GRS",0.035,114
"ARB","STEEM",0.031,115
"ARB","STMX",0.028,116
"ARB","BTG",-0.009,117
"ARB","ID",-0.008,118
"ARDR","ARDR",1,1
"ARDR","STMX",0.851,2
"ARDR","BORA",0.824,3
"ARDR","HUNT",0.804,4
"ARDR","STPT",0.793,5
"ARDR","STEEM",0.781,6
"ARDR","MOC",0.756,7
"ARDR","HIVE",0.749,8
"ARDR","ONT",0.749,9
"ARDR","ICX",0.744,10
"ARDR","ANKR",0.742,11
"ARDR","HPO",0.741,12
"ARDR","BTC",0.731,13
"ARDR","CTC",0.724,14
"ARDR","T",0.723,15
"ARDR","HIFI",0.719,16
"ARDR","SXP",0.706,17
"ARDR","KAVA",0.692,18
"ARDR","DOGE",0.691,19
"ARDR","ONG",0.69,20
"ARDR","NEAR",0.689,21
"ARDR","ZIL",0.688,22
"ARDR","IOST",0.685,23
"ARDR","CVC",0.677,24
"ARDR","LOOM",0.674,25
"ARDR","TON",0.667,26
"ARDR","AERGO",0.664,27
"ARDR","GMT",0.659,28
"ARDR","FLOW",0.655,29
"ARDR","ARK",0.654,30
"ARDR","AAVE",0.653,31
"ARDR","MASK",0.651,32
"ARDR","MVL",0.645,33
"ARDR","POWR",0.645,34
"ARDR","WAXP",0.642,35
"ARDR","1INCH",0.637,36
"ARDR","GRS",0.637,37
"ARDR","SNT",0.635,38
"ARDR","WAVES",0.631,39
"ARDR","ALGO",0.622,40
"ARDR","XEM",0.622,41
"ARDR","KNC",0.621,42
"ARDR","BTG",0.6,43
"ARDR","ORBS",0.596,44
"ARDR","BAT",0.587,45
"ARDR","MBL",0.586,46
"ARDR","IQ",0.583,47
"ARDR","IOTA",0.572,48
"ARDR","QKC",0.572,49
"ARDR","AXS",0.567,50
"ARDR","MLK",0.563,51
"ARDR","UPP",0.563,52
"ARDR","CRO",0.558,53
"ARDR","THETA",0.558,54
"ARDR","SOL",0.553,55
"ARDR","EOS",0.545,56
"ARDR","MED",0.543,57
"ARDR","GLM",0.541,58
"ARDR","PUNDIX",0.541,59
"ARDR","FCT2",0.54,60
"ARDR","APT",0.538,61
"ARDR","SAND",0.529,62
"ARDR","SC",0.528,63
"ARDR","POLYX",0.527,64
"ARDR","TRX",-0.525,65
"ARDR","TFUEL",0.523,66
"ARDR","GRT",0.519,67
"ARDR","XLM",0.517,68
"ARDR","XTZ",0.513,69
"ARDR","XEC",0.511,70
"ARDR","AQT",0.51,71
"ARDR","ZRX",0.509,72
"ARDR","AVAX",0.507,73
"ARDR","BCH",0.502,74
"ARDR","CELO",0.501,75
"ARDR","QTUM",0.501,76
"ARDR","TT",0.493,77
"ARDR","NEO",0.487,78
"ARDR","SHIB",0.487,79
"ARDR","CBK",0.482,80
"ARDR","GAS",0.469,81
"ARDR","SUI",0.448,82
"ARDR","XRP",0.447,83
"ARDR","PYTH",0.419,84
"ARDR","ID",0.404,85
"ARDR","STRIKE",0.396,86
"ARDR","AHT",0.393,87
"ARDR","ETH",0.39,88
"ARDR","JST",0.39,89
"ARDR","MANA",0.388,90
"ARDR","META",0.381,91
"ARDR","DOT",0.375,92
"ARDR","BTT",0.35,93
"ARDR","DKA",0.343,94
"ARDR","BLUR",-0.333,95
"ARDR","ETC",0.33,96
"ARDR","STORJ",0.325,97
"ARDR","ELF",0.324,98
"ARDR","CRE",0.319,99
"ARDR","SBD",0.312,100
"ARDR","STX",0.301,101
"ARDR","ATOM",0.3,102
"ARDR","BSV",0.285,103
"ARDR","CHZ",0.269,104
"ARDR","LSK",0.239,105
"ARDR","HBAR",0.212,106
"ARDR","MTL",0.207,107
"ARDR","STRAX",0.2,108
"ARDR","ARB",-0.193,109
"ARDR","EGLD",0.178,110
"ARDR","MATIC",0.107,111
"ARDR","LINK",0.099,112
"ARDR","ASTR",-0.095,113
"ARDR","VET",-0.081,114
"ARDR","ADA",0.076,115
"ARDR","SEI",0.069,116
"ARDR","MINA",0.058,117
"ARDR","IMX",-0.042,118
"ARK","ARK",1,1
"ARK","KNC",0.927,2
"ARK","ALGO",0.924,3
"ARK","FLOW",0.908,4
"ARK","HIVE",0.902,5
"ARK","FCT2",0.899,6
"ARK","XEM",0.897,7
"ARK","ONT",0.89,8
"ARK","HPO",0.883,9
"ARK","MOC",0.875,10
"ARK","MED",0.872,11
"ARK","LOOM",0.865,12
"ARK","STPT",0.865,13
"ARK","TT",0.858,14
"ARK","STMX",0.857,15
"ARK","IOTA",0.848,16
"ARK","AAVE",0.847,17
"ARK","AXS",0.847,18
"ARK","MLK",0.838,19
"ARK","TON",0.836,20
"ARK","IOST",0.835,21
"ARK","SAND",0.818,22
"ARK","POWR",0.816,23
"ARK","DOT",0.812,24
"ARK","KAVA",0.81,25
"ARK","MBL",0.807,26
"ARK","1INCH",0.802,27
"ARK","BORA",0.8,28
"ARK","STEEM",0.8,29
"ARK","ZIL",0.8,30
"ARK","WAVES",0.797,31
"ARK","ORBS",0.796,32
"ARK","ETH",0.795,33
"ARK","MANA",0.794,34
"ARK","STRIKE",0.79,35
"ARK","CBK",0.789,36
"ARK","GRT",0.789,37
"ARK","SXP",0.787,38
"ARK","AQT",0.784,39
"ARK","THETA",0.778,40
"ARK","BAT",0.774,41
"ARK","AHT",0.75,42
"ARK","DKA",0.75,43
"ARK","ONG",0.748,44
"ARK","XLM",0.739,45
"ARK","XRP",0.739,46
"ARK","QKC",0.738,47
"ARK","XTZ",0.732,48
"ARK","ATOM",0.731,49
"ARK","CELO",0.729,50
"ARK","GAS",0.729,51
"ARK","GRS",0.723,52
"ARK","ICX",0.72,53
"ARK","IQ",0.716,54
"ARK","META",0.715,55
"ARK","EOS",0.707,56
"ARK","BTC",0.7,57
"ARK","BTG",0.691,58
"ARK","AERGO",0.69,59
"ARK","ZRX",0.684,60
"ARK","STORJ",0.676,61
"ARK","HUNT",0.669,62
"ARK","HBAR",0.663,63
"ARK","MATIC",0.661,64
"ARK","SBD",0.658,65
"ARK","STRAX",0.655,66
"ARK","ARDR",0.654,67
"ARK","SNT",0.654,68
"ARK","ID",0.651,69
"ARK","QTUM",0.651,70
"ARK","NEAR",0.65,71
"ARK","SHIB",0.644,72
"ARK","SC",0.637,73
"ARK","UPP",0.631,74
"ARK","CRO",0.629,75
"ARK","CRE",0.618,76
"ARK","CTC",0.595,77
"ARK","GMT",0.58,78
"ARK","AVAX",0.574,79
"ARK","WAXP",0.569,80
"ARK","ADA",0.568,81
"ARK","EGLD",0.558,82
"ARK","MINA",0.557,83
"ARK","SEI",0.547,84
"ARK","MVL",0.542,85
"ARK","BTT",0.535,86
"ARK","JST",0.527,87
"ARK","GLM",0.522,88
"ARK","ELF",0.51,89
"ARK","ETC",0.493,90
"ARK","HIFI",0.491,91
"ARK","LINK",0.49,92
"ARK","PYTH",0.435,93
"ARK","ANKR",0.422,94
"ARK","APT",0.419,95
"ARK","MTL",0.399,96
"ARK","SOL",0.388,97
"ARK","CHZ",0.378,98
"ARK","IMX",0.375,99
"ARK","DOGE",0.37,100
"ARK","BSV",0.355,101
"ARK","ARB",0.347,102
"ARK","LSK",0.324,103
"ARK","NEO",0.324,104
"ARK","XEC",0.312,105
"ARK","ASTR",0.305,106
"ARK","PUNDIX",0.286,107
"ARK","TFUEL",0.286,108
"ARK","MASK",0.26,109
"ARK","T",0.213,110
"ARK","CVC",0.207,111
"ARK","SUI",0.169,112
"ARK","TRX",-0.136,113
"ARK","BLUR",0.075,114
"ARK","VET",0.059,115
"ARK","BCH",-0.043,116
"ARK","POLYX",0.034,117
"ARK","STX",-0.017,118
"ASTR","ASTR",1,1
"ASTR","BLUR",0.878,2
"ASTR","ARB",0.871,3
"ASTR","ADA",0.848,4
"ASTR","MINA",0.826,5
"ASTR","MATIC",0.825,6
"ASTR","LINK",0.805,7
"ASTR","POLYX",-0.803,8
"ASTR","EGLD",0.794,9
"ASTR","TRX",0.791,10
"ASTR","IMX",0.776,11
"ASTR","BCH",-0.718,12
"ASTR","GAS",0.699,13
"ASTR","VET",0.699,14
"ASTR","ELF",0.69,15
"ASTR","DKA",0.684,16
"ASTR","STX",-0.649,17
"ASTR","STORJ",0.646,18
"ASTR","SEI",0.629,19
"ASTR","HBAR",0.613,20
"ASTR","CVC",-0.609,21
"ASTR","STRIKE",0.609,22
"ASTR","MANA",0.606,23
"ASTR","SBD",0.601,24
"ASTR","DOT",0.571,25
"ASTR","ATOM",0.569,26
"ASTR","T",-0.568,27
"ASTR","STRAX",0.559,28
"ASTR","SOL",-0.551,29
"ASTR","AHT",0.549,30
"ASTR","CBK",0.549,31
"ASTR","CHZ",0.525,32
"ASTR","SNT",0.493,33
"ASTR","DOGE",-0.486,34
"ASTR","META",0.483,35
"ASTR","XTZ",0.483,36
"ASTR","SUI",-0.481,37
"ASTR","FCT2",0.478,38
"ASTR","BAT",0.477,39
"ASTR","AQT",0.474,40
"ASTR","ETH",0.471,41
"ASTR","ANKR",-0.47,42
"ASTR","APT",-0.469,43
"ASTR","IOTA",0.451,44
"ASTR","TT",0.445,45
"ASTR","MLK",0.443,46
"ASTR","ORBS",0.443,47
"ASTR","HIFI",-0.437,48
"ASTR","CRE",0.433,49
"ASTR","AXS",0.428,50
"ASTR","CELO",0.428,51
"ASTR","CTC",-0.426,52
"ASTR","SAND",0.421,53
"ASTR","IOST",0.417,54
"ASTR","XEC",-0.412,55
"ASTR","XRP",0.411,56
"ASTR","KNC",0.392,57
"ASTR","POWR",0.392,58
"ASTR","SC",0.388,59
"ASTR","ALGO",0.382,60
"ASTR","MASK",-0.376,61
"ASTR","BSV",0.366,62
"ASTR","MVL",-0.365,63
"ASTR","XLM",0.35,64
"ASTR","1INCH",0.337,65
"ASTR","JST",0.328,66
"ASTR","XEM",0.319,67
"ASTR","ETC",0.318,68
"ASTR","LOOM",0.315,69
"ASTR","ARK",0.305,70
"ASTR","PUNDIX",-0.291,71
"ASTR","ONG",0.28,72
"ASTR","QTUM",0.275,73
"ASTR","PYTH",-0.274,74
"ASTR","HIVE",0.257,75
"ASTR","EOS",0.251,76
"ASTR","MBL",0.247,77
"ASTR","SXP",0.246,78
"ASTR","UPP",0.244,79
"ASTR","AERGO",0.239,80
"ASTR","BTC",-0.236,81
"ASTR","NEO",0.233,82
"ASTR","FLOW",0.231,83
"ASTR","HPO",0.229,84
"ASTR","NEAR",-0.229,85
"ASTR","BTT",0.22,86
"ASTR","MOC",0.22,87
"ASTR","GLM",0.197,88
"ASTR","MED",0.189,89
"ASTR","AAVE",0.18,90
"ASTR","BTG",-0.175,91
"ASTR","STPT",0.164,92
"ASTR","HUNT",-0.157,93
"ASTR","KAVA",0.147,94
"ASTR","MTL",0.137,95
"ASTR","GRT",0.133,96
"ASTR","AVAX",-0.128,97
"ASTR","GMT",0.125,98
"ASTR","TON",0.119,99
"ASTR","TFUEL",-0.116,100
"ASTR","ID",0.099,101
"ASTR","BORA",0.097,102
"ASTR","ARDR",-0.095,103
"ASTR","THETA",0.095,104
"ASTR","ONT",0.091,105
"ASTR","IQ",-0.081,106
"ASTR","QKC",0.078,107
"ASTR","WAVES",0.074,108
"ASTR","ICX",0.058,109
"ASTR","ZRX",0.054,110
"ASTR","LSK",-0.043,111
"ASTR","ZIL",0.036,112
"ASTR","STMX",0.033,113
"ASTR","GRS",-0.031,114
"ASTR","SHIB",0.025,115
"ASTR","WAXP",-0.021,116
"ASTR","STEEM",0.02,117
"ASTR","CRO",0.007,118
"ATOM","ATOM",1,1
"ATOM","DOT",0.906,2
"ATOM","SBD",0.885,3
"ATOM","DKA",0.882,4
"ATOM","STRIKE",0.879,5
"ATOM","CBK",0.867,6
"ATOM","HBAR",0.864,7
"ATOM","ETH",0.858,8
"ATOM","MATIC",0.857,9
"ATOM","META",0.845,10
"ATOM","STRAX",0.829,11
"ATOM","ADA",0.822,12
"ATOM","MLK",0.821,13
"ATOM","XTZ",0.818,14
"ATOM","MANA",0.817,15
"ATOM","FCT2",0.805,16
"ATOM","IOTA",0.805,17
"ATOM","ALGO",0.798,18
"ATOM","STORJ",0.793,19
"ATOM","ORBS",0.781,20
"ATOM","SAND",0.764,21
"ATOM","XEM",0.761,22
"ATOM","IOST",0.759,23
"ATOM","1INCH",0.756,24
"ATOM","KNC",0.755,25
"ATOM","AXS",0.74,26
"ATOM","MINA",0.737,27
"ATOM","JST",0.735,28
"ATOM","ARB",0.731,29
"ATOM","ARK",0.731,30
"ATOM","EOS",0.725,31
"ATOM","MTL",0.724,32
"ATOM","HIVE",0.72,33
"ATOM","MED",0.711,34
"ATOM","GAS",0.71,35
"ATOM","XLM",0.707,36
"ATOM","LINK",0.703,37
"ATOM","BAT",0.701,38
"ATOM","BTT",0.693,39
"ATOM","AHT",0.692,40
"ATOM","SXP",0.691,41
"ATOM","TON",0.691,42
"ATOM","ETC",0.69,43
"ATOM","HPO",0.688,44
"ATOM","FLOW",0.678,45
"ATOM","TT",0.678,46
"ATOM","EGLD",0.674,47
"ATOM","ONG",0.666,48
"ATOM","AAVE",0.661,49
"ATOM","QTUM",0.658,50
"ATOM","ZIL",0.657,51
"ATOM","AQT",0.651,52
"ATOM","ONT",0.651,53
"ATOM","THETA",0.649,54
"ATOM","IMX",0.647,55
"ATOM","SHIB",0.647,56
"ATOM","GLM",0.64,57
"ATOM","STPT",0.636,58
"ATOM","KAVA",0.631,59
"ATOM","SNT",0.627,60
"ATOM","CELO",0.624,61
"ATOM","SEI",0.624,62
"ATOM","ELF",0.615,63
"ATOM","POWR",0.605,64
"ATOM","MBL",0.597,65
"ATOM","LOOM",0.589,66
"ATOM","MOC",0.572,67
"ATOM","XRP",0.572,68
"ATOM","ASTR",0.569,69
"ATOM","ICX",0.556,70
"ATOM","CRE",0.553,71
"ATOM","GRT",0.541,72
"ATOM","STEEM",0.541,73
"ATOM","CRO",0.538,74
"ATOM","QKC",0.529,75
"ATOM","BORA",0.528,76
"ATOM","LSK",0.525,77
"ATOM","STMX",0.512,78
"ATOM","BTG",0.507,79
"ATOM","SC",0.507,80
"ATOM","WAVES",0.496,81
"ATOM","BSV",0.492,82
"ATOM","AERGO",0.475,83
"ATOM","BLUR",0.46,84
"ATOM","GMT",0.456,85
"ATOM","CHZ",0.426,86
"ATOM","STX",-0.393,87
"ATOM","GRS",0.385,88
"ATOM","POLYX",-0.378,89
"ATOM","VET",0.371,90
"ATOM","BCH",-0.37,91
"ATOM","TRX",0.364,92
"ATOM","IQ",0.356,93
"ATOM","BTC",0.349,94
"ATOM","ZRX",0.343,95
"ATOM","ID",0.341,96
"ATOM","UPP",0.316,97
"ATOM","ARDR",0.3,98
"ATOM","NEAR",0.284,99
"ATOM","HUNT",0.267,100
"ATOM","NEO",0.26,101
"ATOM","WAXP",0.257,102
"ATOM","T",-0.184,103
"ATOM","CVC",-0.167,104
"ATOM","XEC",0.167,105
"ATOM","SUI",-0.165,106
"ATOM","AVAX",0.148,107
"ATOM","TFUEL",0.127,108
"ATOM","CTC",0.115,109
"ATOM","MASK",0.106,110
"ATOM","DOGE",0.105,111
"ATOM","SOL",-0.086,112
"ATOM","APT",0.064,113
"ATOM","ANKR",0.061,114
"ATOM","MVL",0.059,115
"ATOM","HIFI",-0.044,116
"ATOM","PUNDIX",0.033,117
"ATOM","PYTH",-0.004,118
"AVAX","AVAX",1,1
"AVAX","ZRX",0.922,2
"AVAX","PYTH",0.91,3
"AVAX","ID",0.87,4
"AVAX","SOL",0.834,5
"AVAX","NEAR",0.79,6
"AVAX","IQ",0.742,7
"AVAX","APT",0.738,8
"AVAX","WAVES",0.738,9
"AVAX","CTC",0.718,10
"AVAX","GRT",0.679,11
"AVAX","BTC",0.659,12
"AVAX","MVL",0.653,13
"AVAX","FLOW",0.641,14
"AVAX","XRP",0.635,15
"AVAX","HIFI",0.617,16
"AVAX","KNC",0.61,17
"AVAX","ALGO",0.6,18
"AVAX","MOC",0.596,19
"AVAX","ARK",0.574,20
"AVAX","THETA",0.572,21
"AVAX","STMX",0.567,22
"AVAX","ONT",0.563,23
"AVAX","POWR",0.551,24
"AVAX","TRX",-0.545,25
"AVAX","LOOM",0.528,26
"AVAX","AAVE",0.522,27
"AVAX","VET",-0.521,28
"AVAX","HPO",0.519,29
"AVAX","HUNT",0.514,30
"AVAX","ARDR",0.507,31
"AVAX","STPT",0.507,32
"AVAX","STEEM",0.505,33
"AVAX","XEM",0.495,34
"AVAX","ZIL",0.495,35
"AVAX","GRS",0.489,36
"AVAX","BORA",0.468,37
"AVAX","KAVA",0.45,38
"AVAX","SUI",0.449,39
"AVAX","CELO",0.444,40
"AVAX","QKC",0.43,41
"AVAX","HIVE",0.429,42
"AVAX","UPP",0.408,43
"AVAX","IOTA",0.393,44
"AVAX","ANKR",0.383,45
"AVAX","DOT",0.383,46
"AVAX","TT",0.376,47
"AVAX","AXS",0.371,48
"AVAX","BLUR",-0.368,49
"AVAX","MED",0.368,50
"AVAX","MBL",0.355,51
"AVAX","BTG",0.353,52
"AVAX","SC",0.346,53
"AVAX","WAXP",0.345,54
"AVAX","1INCH",0.342,55
"AVAX","SEI",0.34,56
"AVAX","ICX",0.324,57
"AVAX","AQT",0.32,58
"AVAX","TON",0.32,59
"AVAX","XLM",0.319,60
"AVAX","BSV",-0.317,61
"AVAX","ETH",0.312,62
"AVAX","FCT2",0.309,63
"AVAX","STX",0.303,64
"AVAX","MLK",0.294,65
"AVAX","T",0.29,66
"AVAX","CVC",0.289,67
"AVAX","AERGO",0.28,68
"AVAX","SAND",0.276,69
"AVAX","IOST",0.269,70
"AVAX","POLYX",0.266,71
"AVAX","STRAX",0.266,72
"AVAX","SXP",0.261,73
"AVAX","DOGE",0.254,74
"AVAX","SHIB",0.246,75
"AVAX","CHZ",-0.245,76
"AVAX","ARB",-0.24,77
"AVAX","MASK",0.236,78
"AVAX","AHT",0.223,79
"AVAX","GMT",0.223,80
"AVAX","PUNDIX",0.219,81
"AVAX","BAT",0.217,82
"AVAX","CRO",0.213,83
"AVAX","ONG",0.21,84
"AVAX","MANA",0.209,85
"AVAX","CBK",0.202,86
"AVAX","XTZ",0.195,87
"AVAX","IMX",-0.189,88
"AVAX","GAS",0.172,89
"AVAX","ORBS",0.16,90
"AVAX","ETC",-0.157,91
"AVAX","STRIKE",0.156,92
"AVAX","QTUM",0.155,93
"AVAX","ATOM",0.148,94
"AVAX","CRE",0.146,95
"AVAX","SBD",0.141,96
"AVAX","MATIC",0.14,97
"AVAX","EOS",0.138,98
"AVAX","ASTR",-0.128,99
"AVAX","MINA",0.123,100
"AVAX","EGLD",0.115,101
"AVAX","ELF",-0.096,102
"AVAX","HBAR",0.09,103
"AVAX","XEC",0.087,104
"AVAX","META",0.084,105
"AVAX","SNT",0.081,106
"AVAX","NEO",-0.079,107
"AVAX","MTL",-0.077,108
"AVAX","STORJ",-0.064,109
